correlation,rmse,generative_a,estimated_a,generative_sigmasq,estimated_sigmasq,generative_mu_x,estimated_mu_x
0.4407803221971343,0.6578213,0.93639874,0.93578875,0.097421356,0.13654149,-0.04107588,-0.33438656
0.8475702396879747,0.5686888,0.95222753,0.953539,0.14575452,0.21838343,-0.621795,-0.7556844
0.8867522101246222,1.0159981,0.96363854,0.9773986,0.20223592,0.3367285,0.22346492,0.46280912
0.747803805074945,0.8169994,0.9605431,0.9515689,0.17481104,0.17583172,-0.95808125,-0.3533288
0.7518103747088531,0.7853904,0.9784766,0.95617163,0.17499778,0.23055321,0.06420518,-0.021720806
0.6489508994373051,0.7784714,0.9310851,0.9317244,0.22271182,0.13636374,-0.34719872,-0.2980868
0.8849627299614828,0.7491629,0.994228,0.948643,0.15261137,0.19804923,0.88351125,-0.20827407
0.6770422393769862,0.7809523,0.94330394,0.95963925,0.26161337,0.12324906,-0.92939717,-0.5245099
0.888667381508489,1.1263001,0.9785147,0.9601883,0.21832582,0.49268997,-0.027306996,0.2803117
0.6303382324834058,0.6245457,0.95461005,0.9355087,0.09735734,0.23722273,0.47373298,0.19573319
0.9077050661984559,1.3941333,0.9944202,0.97925764,0.25110343,0.37299883,0.31913704,-0.2819855
0.8801527731435439,1.7191092,0.9926773,0.9844959,0.19856279,0.876529,0.54216206,0.31970695
0.9028912220231751,0.8112685,0.9836498,0.9586077,0.21001798,0.42085746,0.024349649,0.20948832
0.8807812292471808,0.7956052,0.9719422,0.971173,0.2434516,0.21963243,0.3261113,0.069491334
0.3025018383960763,0.6995942,0.9486844,0.9423357,0.11973906,0.13264167,-0.3747749,-0.33605886
0.6191413475524227,0.93694586,0.98561156,0.9811738,0.0913616,0.2832574,-0.07647447,-0.2640207
0.8298944258535178,0.766684,0.9821165,0.9754983,0.12102976,0.1934181,-1.409565,-0.5264903
0.36058543601571785,0.72584385,0.94413364,0.9378532,0.10712742,0.11107624,-0.082664475,-0.17713986
0.9169103283845115,0.7378946,0.9854097,0.980543,0.20084374,0.19579415,-0.054071907,-0.005357736
0.7883450547955412,0.5039815,0.9641278,0.9460806,0.096838064,0.13345398,-0.6411437,-0.34752908
0.7513516665424872,0.6387453,0.961297,0.94465214,0.14465013,0.14375907,1.0568184,0.26392406
